date,code,close,peTTM,pbMRQ,psTTM,pcfNcfTTM,turn,tradestatus,isST
2022-06-22,sz.300750,507.0,76.390696,13.868361,7.392005,91.670431,0.7193,1,0
2022-06-23,sz.300750,536.97,80.906336,14.688153,7.828964,97.089293,0.8689,1,0
2022-06-24,sz.300750,563.5,84.903663,15.413849,8.215769,101.886169,0.9468,1,0
2022-06-27,sz.300750,549.0,82.71892,15.017219,8.00436,99.264431,0.8154,1,0
2022-06-28,sz.300750,544.0,81.96556,14.88045,7.931461,98.360384,0.9145,1,0
2022-06-29,sz.300750,532.54,80.238859,14.566976,7.764375,96.288306,0.7153,1,0
2022-06-30,sz.300750,534.0,80.45884,14.606912,7.785662,96.552288,0.6414,1,0
2022-07-01,sz.300750,522.64,78.747206,14.296174,7.620034,94.498292,0.603,1,0
2022-07-04,sz.300750,522.0,82.354317,14.951027,7.969079,98.8269,0.5981,1,0
2022-07-05,sz.300750,523.87,82.649341,15.004587,7.997627,99.180935,0.7583,1,0
2022-07-06,sz.300750,522.0,82.354317,14.951027,7.969079,98.8269,0.6417,1,0
2022-07-07,sz.300750,550.0,86.77179,15.752998,8.396539,104.12796,1.2067,1,0
2022-07-08,sz.300750,541.0,85.351888,15.495222,8.259141,102.424048,0.8131,1,0
2022-07-11,sz.300750,518.5,81.802133,14.850781,7.915647,98.164268,0.6773,1,0
2022-07-12,sz.300750,503.69,79.465605,14.426595,7.689551,95.360386,0.7422,1,0
2022-07-13,sz.300750,539.0,85.036354,15.437938,8.228609,102.045401,1.2049,1,0
2022-07-14,sz.300750,556.01,87.719969,15.925135,8.488291,105.265795,0.9789,1,0
2022-07-15,sz.300750,533.0,84.089752,15.266087,8.13701,100.909459,0.7781,1,0
2022-07-18,sz.300750,551.66,87.033683,15.800543,8.421882,104.442237,0.7049,1,0
2022-07-19,sz.300750,524.61,82.766088,15.025782,8.008925,99.321035,0.8,1,0
2022-07-20,sz.300750,526.0,82.985384,15.065594,8.030145,99.584194,0.3844,1,0
